File #,File name,# of Tubes,# walls per CNT,# of Atoms,# of Bonds,Bond Ratio,CNT height,Initial Dia (Ang.),Initial Dia (nm),Cross-sectional area (nm^2),Strain at Break,1/2 Stress (GPa),1/2 Strain,Strength (GPa),Elastic Modulus (GPa)
93,093-3N9M9,3,1,1080,1584,1.4666666666666666,25.246256536,12.2,1.22,6.031857894892403,0.2650000203292526,20.06618577009182,0.13199999186829908,27.935288604101434,162.68487553415122
94,094-4N10M10,4,1,1600,2380,1.4875,24.3460126089999,13.56,1.356,9.467805213752948,0.25499997967074745,39.37388900488322,0.12700001219755164,56.97520131114303,362.665456369127
95,095-4N10M10,4,1,1600,2360,1.475,24.3460126089999,13.56,1.356,9.467805213752948,0.24299998780244847,26.453212072942716,0.1209999959341496,38.48487422809442,245.3405386189602
96,096-4N10M10,4,1,1600,2340,1.4625,24.3460126089999,13.56,1.356,9.467805213752948,0.25499997967074745,14.782020285042853,0.12700001219755164,20.52489667612491,122.89421396547883
97,097-4N6M6,4,1,960,1428,1.4875,24.257720096,8.14,0.8140000000000001,4.478767584293138,0.25099999593414957,49.53601510600135,0.1250000203292527,72.17680411651597,449.7007227784022
98,098-4N6M6,4,1,960,1416,1.475,24.257720096,8.14,0.8140000000000001,4.478767584293138,0.2550000203292527,36.27300486793625,0.12700001219755164,50.829113540812486,299.1290044384345
99,099-4N6M6,4,1,960,1404,1.4625,24.257720096,8.14,0.8140000000000001,4.478767584293138,0.25099999593414957,20.66371951960227,0.1250000203292527,28.566195618696995,164.99800130639383
100,100-4N7M7,4,1,1120,1666,1.4875,24.5872322429999,9.49,0.9490000000000001,5.548809750069091,0.2550000203292527,47.11100906252126,0.12700001219755164,68.23402663974171,419.06914129245564
101,101-4N7M7,4,1,1120,1652,1.475,24.5872322429999,9.49,0.9490000000000001,5.548809750069091,0.2609999959341495,31.609373353267816,0.13000000000000012,46.07344974748099,158.36812366564618
102,102-4N7M7,4,1,1120,1638,1.4625,24.5872322429999,9.49,0.9490000000000001,5.548809750069091,0.24900000406585063,18.02115147603595,0.12399998373659794,26.084813957523174,190.63129271227675
103,103-4N8M8,4,1,1280,1840,1.4375,24.9167443889999,10.85,1.085,6.742564692950752,0.10399998373659797,0.9810361466236952,0.05099999593414958,3.415884936909393,52.54921695796802
104,104-4N8M8,4,1,1280,1888,1.475,24.9167443889999,10.85,1.085,6.742564692950752,0.25399998373659805,30.354401140954547,0.1260000162634021,44.08309627224178,256.2927776329059
105,105-4N8M8,4,1,1280,1872,1.4625,24.9167443889999,10.85,1.085,6.742564692950752,0.243999983736598,16.4962916684707,0.1209999959341496,23.69431953122431,166.86103506743768
106,106-4N9M9,4,1,1440,2142,1.4875,25.246256536,12.2,1.22,8.042477193189871,0.25199999186829897,41.396941692883296,0.1250000203292527,60.37758703012213,323.2951760060102
107,107-4N9M9,4,1,1440,2124,1.475,25.246256536,12.2,1.22,8.042477193189871,0.25399998373659805,27.917116613519905,0.1260000162634021,40.88686312742985,241.4670202942034
108,108-4N9M9,4,1,1440,2106,1.4625,25.246256536,12.2,1.22,8.042477193189871,0.25099999593414957,15.114805591323206,0.1250000203292527,21.855522146578856,141.34952225278838
109,109-5N10M10,5,1,2000,2980,1.49,24.3460126089999,13.56,1.356,11.834756517191185,0.25099999593414957,41.071701547253035,0.1249999796707475,59.82328712313637,332.7207553440225
110,110-5N10M10,5,1,2000,2960,1.48,24.3460126089999,13.56,1.356,11.834756517191185,0.2480000081317011,31.418974620575014,0.12299998780244854,45.85707636889085,256.6743200896937
111,111-5N10M10,5,1,2000,2940,1.47,24.3460126089999,13.56,1.356,11.834756517191185,0.24600001626340215,21.737015605986706,0.121999991868299,31.775139695155197,185.5706517505084
112,112-5N10M10,5,1,2000,2920,1.46,24.3460126089999,13.56,1.356,11.834756517191185,0.2629999878024486,12.191840863044144,0.13099999593414952,17.043037026171728,108.32864265923568
113,113-5N6M6,5,1,1200,1788,1.49,24.257720096,8.14,0.8140000000000001,5.598459480366422,0.24199999186829907,50.59886545107397,0.12000000000000005,75.39064804578304,398.00066340950553
114,114-5N6M6,5,1,1200,1776,1.48,24.257720096,8.14,0.8140000000000001,5.598459480366422,0.2560000162634021,41.280162356528464,0.12700001219755164,59.0500757071678,331.1165516591078
115,115-5N6M6,5,1,1200,1764,1.47,24.257720096,8.14,0.8140000000000001,5.598459480366422,0.25299998780244853,29.68140870251576,0.1260000162634021,41.856133910865914,249.65020627578363
116,116-5N6M6,5,1,1200,1752,1.46,24.257720096,8.14,0.8140000000000001,5.598459480366422,0.2550000203292527,17.300041696791567,0.12700001219755164,23.99565969601283,192.59955486372868
117,117-5N7M7,5,1,1400,2086,1.49,24.5872322429999,9.49,0.9490000000000001,6.936012187586363,0.24600001626340215,49.04118811734554,0.121999991868299,72.20552770991587,401.861482731715
118,118-5N7M7,5,1,1400,2072,1.48,24.5872322429999,9.49,0.9490000000000001,6.936012187586363,0.25099999593414957,38.69117788178517,0.1249999796707475,56.087684251264555,317.32635715988414
119,119-5N7M7,5,1,1400,2058,1.47,24.5872322429999,9.49,0.9490000000000001,6.936012187586363,0.25800000813170115,27.323988353197922,0.12800000813170104,38.41291322275188,245.66829662255336
120,120-5N7M7,5,1,1400,2044,1.46,24.5872322429999,9.49,0.9490000000000001,6.936012187586363,0.2450000203292526,15.66792013372985,0.121999991868299,21.331040155921162,171.24790201148713
121,121-5N8M8,5,1,1600,2384,1.49,24.9167443889999,10.85,1.085,8.42820586618844,0.24700001219755155,46.151760691786166,0.12299998780244854,67.74778973956887,385.49831173931835
122,122-5N8M8,5,1,1600,2368,1.48,24.9167443889999,10.85,1.085,8.42820586618844,0.2570000121975516,36.600119657709406,0.12800000813170104,52.33084813440379,270.12367135032423
123,123-5N8M8,5,1,1600,2352,1.47,24.9167443889999,10.85,1.085,8.42820586618844,0.2560000162634021,26.029108912883515,0.12700001219755164,36.912169158337136,223.02363996356004
124,124-5N8M8,5,1,1600,2336,1.46,24.9167443889999,10.85,1.085,8.42820586618844,0.2570000121975516,15.217686873679966,0.12800000813170104,20.247234040756418,162.4123450520839
125,125-5N9M9,5,1,1800,2682,1.49,25.246256536,12.2,1.22,10.053096491487338,0.25099999593414957,43.260038217480435,0.1250000203292527,63.175720508870185,332.7448686555026
126,126-5N9M9,5,1,1800,2664,1.48,25.246256536,12.2,1.22,10.053096491487338,0.25399998373659805,32.823841914751775,0.1260000162634021,48.16455783400366,279.0649156704777
127,127-5N9M9,5,1,1800,2646,1.47,25.246256536,12.2,1.22,10.053096491487338,0.2480000081317011,22.263690907113986,0.12299998780244854,32.56081915769122,193.1165487054667
128,128-5N9M9,5,1,1800,2628,1.46,25.246256536,12.2,1.22,10.053096491487338,0.2600000000000001,13.707859137685638,0.12900000406585058,18.876375358995073,156.31826277104062
129,129-6N10M10,6,1,2400,3580,1.4916666666666667,24.3460126089999,13.56,1.356,14.201707820629423,0.23700001219755162,41.25453227492248,0.11800000813170111,61.83442872036325,345.943428966323
130,130-6N10M10,6,1,2400,3560,1.4833333333333334,24.3460126089999,13.56,1.356,14.201707820629423,0.25099999593414957,34.72540581384858,0.1249999796707475,50.51689495979311,296.75291884957477
131,131-6N10M10,6,1,2400,3540,1.475,24.3460126089999,13.56,1.356,14.201707820629423,0.25499997967074745,26.9252616681937,0.12700001219755164,38.639401768572355,228.21717968011805
132,132-6N10M10,6,1,2400,3520,1.4666666666666666,24.3460126089999,13.56,1.356,14.201707820629423,0.24700001219755155,18.49465627607737,0.12299998780244854,26.772621497983614,213.30032815152452
133,133-6N10M10,6,1,2400,3500,1.4583333333333333,24.3460126089999,13.56,1.356,14.201707820629423,0.25299998780244853,10.395367137601118,0.1260000162634021,14.65872227031638,101.95328477630737
134,134-6N6M6,6,1,1440,2148,1.4916666666666667,24.257720096,8.14,0.8140000000000001,6.718151376439707,0.2480000081317011,54.246484835889056,0.12299998780244854,79.5086599366914,427.21093485177715
135,135-6N6M6,6,1,1440,2136,1.4833333333333334,24.257720096,8.14,0.8140000000000001,6.718151376439707,0.25000000000000006,45.09678399749028,0.12399998373659794,65.62050550183753,369.1846796998772
136,136-6N6M6,6,1,1440,2124,1.475,24.257720096,8.14,0.8140000000000001,6.718151376439707,0.25199999186829897,36.177811322994664,0.1250000203292527,51.2735572470669,257.04465316136634
137,137-6N6M6,6,1,1440,2112,1.4666666666666666,24.257720096,8.14,0.8140000000000001,6.718151376439707,0.2550000203292527,26.792975811417218,0.12700001219755164,36.87720736335969,273.32753473001327
138,138-6N6M6,6,1,1440,2100,1.4583333333333333,24.257720096,8.14,0.8140000000000001,6.718151376439707,0.25399998373659805,15.743887336818876,0.1260000162634021,21.270045323512242,140.98431819794132
139,139-6N7M7,6,1,1680,2506,1.4916666666666667,24.5872322429999,9.49,0.9490000000000001,8.323214625103637,0.24900000406585063,50.973290068646634,0.12399998373659794,74.80309260049421,404.4900594770749
140,140-6N7M7,6,1,1680,2492,1.4833333333333334,24.5872322429999,9.49,0.9490000000000001,8.323214625103637,0.25000000000000006,41.379429321389026,0.12399998373659794,60.44105213069683,339.2484797091548
141,141-6N7M7,6,1,1680,2478,1.475,24.5872322429999,9.49,0.9490000000000001,8.323214625103637,0.24299998780244847,31.212199129406347,0.1209999959341496,46.66860765126077,270.13814169411745
142,142-6N7M7,6,1,1680,2464,1.4666666666666666,24.5872322429999,9.49,0.9490000000000001,8.323214625103637,0.25000000000000006,22.79144498156551,0.12399998373659794,32.73825243285752,191.24142428088774
143,143-6N7M7,6,1,1680,2450,1.4583333333333333,24.5872322429999,9.49,0.9490000000000001,8.323214625103637,0.25000000000000006,13.909895635522767,0.12399998373659794,18.84337137036587,157.80785475855694
144,144-6N8M8,6,1,1920,2864,1.4916666666666667,24.9167443889999,10.85,1.085,10.113847039426128,0.24700001219755155,48.22638044731695,0.12299998780244854,70.71663590448146,382.6000375877911
145,145-6N8M8,6,1,1920,2848,1.4833333333333334,24.9167443889999,10.85,1.085,10.113847039426128,0.25299998780244853,39.53743856961017,0.1260000162634021,57.478565420584026,322.2608617978765
146,146-6N8M8,6,1,1920,2832,1.475,24.9167443889999,10.85,1.085,10.113847039426128,0.25900000406585055,31.83614392072911,0.12900000406585058,44.99790324249193,245.4229516973706
147,147-6N8M8,6,1,1920,2816,1.4666666666666666,24.9167443889999,10.85,1.085,10.113847039426128,0.2480000081317011,21.221503635496504,0.12299998780244854,30.684639258062774,215.50631578642944
148,148-6N8M8,6,1,1920,2800,1.4583333333333333,24.9167443889999,10.85,1.085,10.113847039426128,0.25299998780244853,12.653479720069967,0.1260000162634021,17.129121332214094,123.02323585860516
